Well,Well Position,Sample,Target,Task,Reporter,Quencher,Amp Status,Cq,Cq Mean,Cq Confidence,Cq SD,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Omit
203,I11,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.86697998,31.30527927,0.994619044,2.514804948,TRUE,0.039999999,TRUE,3,27,84.44483185,,,,FALSE
204,I12,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,40,,0,,TRUE,0.039999999,TRUE,3,39,77.9412384,,,,FALSE
205,I13,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.00779989,31.30527927,0.991093002,2.514804948,TRUE,0.039999999,TRUE,3,28,84.43093872,,,,FALSE
206,I14,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,40,,0,,TRUE,0.039999999,TRUE,3,39,79.05160522,91.7154541,82.07748413,94.06891632,FALSE
207,I15,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.79824968,31.30527927,0.986529301,2.514804948,TRUE,0.039999999,TRUE,3,27,84.31887054,,,,FALSE
208,I16,Sample 1,ADH1,UNKNOWN,SYBR,None,INCONCLUSIVE,38.57911025,31.30527927,0.483671104,2.514804948,TRUE,0.039999999,TRUE,3,35,84.43093872,62.12911987,,,FALSE
217,J1,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,30.26994986,31.30527927,0.99099593,2.514804948,TRUE,0.039999999,TRUE,3,27,84.43861389,,,,FALSE
218,J2,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,30.19985636,31.30527927,0.986033245,2.514804948,TRUE,0.039999999,TRUE,3,27,84.43861389,,,,FALSE
219,J3,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,30.58583935,31.30527927,0.988197656,2.514804948,TRUE,0.039999999,TRUE,3,27,84.43861389,,,,FALSE
220,J4,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,30.01261911,31.30527927,0.984568315,2.514804948,TRUE,0.039999999,TRUE,3,27,84.32650757,,,,FALSE
221,J5,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.81121538,31.30527927,0.987878212,2.514804948,TRUE,0.039999999,TRUE,3,27,84.3165741,,,,FALSE
222,J6,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.36453767,31.30527927,0.984793757,2.514804948,TRUE,0.039999999,TRUE,3,26,84.3165741,,,,FALSE
223,J7,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.54656857,31.30527927,0.986134556,2.514804948,TRUE,0.039999999,TRUE,3,28,84.3165741,,,,FALSE
224,J8,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.9714406,31.30527927,0.995151796,2.514804948,TRUE,0.039999999,TRUE,3,29,84.42862701,,,,FALSE
225,J9,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,28.25320335,31.30527927,0.990029848,2.514804948,TRUE,0.039999999,TRUE,3,25,84.44483185,,,,FALSE
226,J10,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,27.75537337,31.30527927,0.990572723,2.514804948,TRUE,0.039999999,TRUE,3,24,84.44483185,,,,FALSE
227,J11,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.03283722,31.30527927,0.981008321,2.514804948,TRUE,0.039999999,TRUE,3,26,84.44483185,,,,FALSE
228,J12,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.53479352,31.30527927,0.991800246,2.514804948,TRUE,0.039999999,TRUE,3,26,84.44483185,,,,FALSE
229,J13,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,34.6127138,31.30527927,0.985071953,2.514804948,TRUE,0.039999999,TRUE,3,31,84.43093872,,,,FALSE
230,J14,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,34.31475846,31.30527927,0.989273681,2.514804948,TRUE,0.039999999,TRUE,3,31,84.43093872,,,,FALSE
231,J15,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.29452471,31.30527927,0.981074485,2.514804948,TRUE,0.039999999,TRUE,3,26,84.31887054,,,,FALSE
232,J16,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.6304008,31.30527927,0.990759102,2.514804948,TRUE,0.039999999,TRUE,3,26,84.31887054,,,,FALSE
241,K1,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,33.5339566,31.30527927,0.979864888,2.514804948,TRUE,0.039999999,TRUE,3,30,84.43861389,,,,FALSE
242,K2,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,32.54716474,31.30527927,0.951151799,2.514804948,TRUE,0.039999999,TRUE,3,29,84.32650757,,,,FALSE
243,K3,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,32.86550758,31.30527927,0.975470296,2.514804948,TRUE,0.039999999,TRUE,3,30,84.32650757,,,,FALSE
244,K4,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,32.63602591,31.30527927,0.977960543,2.514804948,TRUE,0.039999999,TRUE,3,29,84.32650757,,,,FALSE
245,K5,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,33.36715913,31.30527927,0.983920993,2.514804948,TRUE,0.039999999,TRUE,3,30,84.3165741,,,,FALSE
246,K6,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,32.11571972,31.30527927,0.986332478,2.514804948,TRUE,0.039999999,TRUE,3,29,84.3165741,,,,FALSE
247,K7,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,77.25686646,61.90480423,,,FALSE
248,K8,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,82.41156769,77.59304047,84.98892212,79.9462738,FALSE
249,K9,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,77.71697998,84.44483185,82.31434631,90.38777161,FALSE
250,K10,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,77.38058472,68.4101181,90.49989319,92.96677399,FALSE
251,K11,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.86497266,31.30527927,0.993211281,2.514804948,TRUE,0.039999999,TRUE,3,29,84.33270264,,,,FALSE
252,K12,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.22052521,31.30527927,0.987769848,2.514804948,TRUE,0.039999999,TRUE,3,28,84.33270264,,,,FALSE
253,K13,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.09774345,31.30527927,0.99053983,2.514804948,TRUE,0.039999999,TRUE,3,26,84.31887054,,,,FALSE
254,K14,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.1826876,31.30527927,0.992011721,2.514804948,TRUE,0.039999999,TRUE,3,26,84.20680237,,,,FALSE
255,K15,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.96359018,31.30527927,0.975321487,2.514804948,TRUE,0.039999999,TRUE,3,27,84.20680237,,,,FALSE
256,K16,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,29.72437976,31.30527927,0.981802741,2.514804948,TRUE,0.039999999,TRUE,3,26,84.20680237,,,,FALSE
265,L1,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,28.94036765,31.30527927,0.983638359,2.514804948,TRUE,0.039999999,TRUE,3,26,84.43861389,,,,FALSE
266,L2,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,28.87838612,31.30527927,0.974260273,2.514804948,TRUE,0.039999999,TRUE,3,26,84.43861389,,,,FALSE
267,L3,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,39.40023403,31.30527927,0,2.514804948,TRUE,0.039999999,TRUE,3,36,77.48815918,62.46619415,,,FALSE
268,L4,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,83.20546722,76.92763519,89.93171692,68.74402618,FALSE
269,L5,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,33.28101103,31.30527927,0.979680851,2.514804948,TRUE,0.039999999,TRUE,3,30,84.3165741,,,,FALSE
270,L6,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,32.55303913,31.30527927,0.977094262,2.514804948,TRUE,0.039999999,TRUE,3,29,84.3165741,,,,FALSE
271,L7,Sample 1,ADH1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,91.37628174,79.38598633,81.62715912,76.0242157,FALSE
272,L8,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,34.20735576,31.30527927,0.989941117,2.514804948,TRUE,0.039999999,TRUE,3,31,84.42862701,,,,FALSE
273,L9,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.14283341,31.30527927,0.984472699,2.514804948,TRUE,0.039999999,TRUE,3,28,84.44483185,,,,FALSE
274,L10,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,31.29321624,31.30527927,0.968574255,2.514804948,TRUE,0.039999999,TRUE,3,28,84.44483185,,,,FALSE
275,L11,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,27.63218134,31.30527927,0.984290255,2.514804948,TRUE,0.039999999,TRUE,3,24,84.44483185,,,,FALSE
276,L12,Sample 1,ADH1,UNKNOWN,SYBR,None,AMP,27.45503355,31.30527927,0.985460264,2.514804948,TRUE,0.039999999,TRUE,3,24,84.44483185,,,,FALSE
97,E1,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.32650757,87.01701355,90.82855225,76.14290619,FALSE
98,E2,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.2818222,92.73432922,82.86915588,75.91870117,FALSE
99,E3,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,83.87809753,88.36225891,91.16487122,86.12017822,FALSE
100,E4,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,86.56859589,79.84234619,75.13397217,92.95853424,FALSE
101,E5,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,76.36039734,90.25569153,80.1703949,83.30804443,FALSE
102,E6,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.35069275,93.05715942,81.73921967,79.38598633,FALSE
103,E7,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.49803925,83.08392334,66.16304016,86.66980743,FALSE
104,E8,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.46274567,82.29951477,74.79156494,69.74892426,FALSE
105,E9,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,90.27563477,83.77204895,78.50189209,75.25009918,FALSE
106,E10,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.63038635,87.36022949,81.52942657,83.99630737,FALSE
107,E11,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.55696106,82.20220947,89.49072266,92.63038635,FALSE
108,E12,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.29399109,88.59367371,83.43565369,71.99830627,FALSE
109,E13,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.05166626,84.99128723,79.05160522,87.00853729,FALSE
110,E14,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,77.81884766,83.19818115,92.49993896,67.06018066,FALSE
111,E15,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,82.86196899,64.03430176,67.62052155,92.49993896,FALSE
112,E16,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,75.46538544,72.103302,78.49125671,90.93096924,FALSE
121,F1,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.17380524,88.47436523,77.15184021,83.20546722,FALSE
122,F2,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.95853424,90.04382324,84.88703156,87.12911987,FALSE
123,F3,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.72538757,79.95445251,82.30863953,76.25500488,FALSE
124,F4,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.50117493,84.77493286,75.35817719,79.61813354,FALSE
125,F5,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.21304321,87.79039001,75.91215515,90.815979,FALSE
126,F6,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.04862976,85.21304321,82.97186279,78.82568359,FALSE
127,F7,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.04862976,89.58333588,79.04980469,76.24833679,FALSE
128,F8,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,79.61009979,84.65274811,82.63568878,89.02304077,FALSE
129,F9,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.44483185,72.2225647,90.38777161,77.26845551,FALSE
130,F10,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,83.88417816,90.38777161,81.41729736,92.63038635,FALSE
131,F11,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.59367371,78.16549683,91.84546661,74.0166626,FALSE
132,F12,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.47236633,83.88417816,81.0809021,90.49989319,FALSE
133,F13,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.43956757,91.7154541,78.82746887,82.97403717,FALSE
134,F14,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,78.26712036,92.72408295,89.13786316,81.40506744,FALSE
135,F15,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.09473419,78.04298401,87.23268127,81.29299927,FALSE
136,F16,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,93.06028748,63.69809341,90.70683289,75.46538544,FALSE
145,G1,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,76.92763519,85.2233429,80.40286255,92.51011658,FALSE
146,G2,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,82.64495087,85.44755554,87.57752991,89.7075119,FALSE
147,G3,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.43861389,86.45648956,92.95853424,91.38907623,FALSE
148,G4,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,83.99019623,80.96338654,65.94142151,76.03079987,FALSE
149,G5,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,90.59186554,75.57598114,68.18009949,81.06686401,FALSE
150,G6,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,92.60892487,89.35922241,77.92921448,84.20451355,FALSE
151,G7,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,89.35922241,66.05097961,92.72097778,77.14480591,FALSE
152,G8,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,82.97186279,93.39334106,80.05833435,76.36039734,FALSE
153,G9,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.79039764,91.7333374,77.49271393,89.37858582,FALSE
154,G10,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.62120056,87.80875397,77.60484314,89.60284424,FALSE
155,G11,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,87.47236633,77.04418945,66.95241547,84.89335632,FALSE
156,G12,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,81.30516815,91.28481293,87.13597107,77.71697998,FALSE
157,G13,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,89.58613586,71.43088531,79.72402954,81.74127197,FALSE
158,G14,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.21542358,80.5085144,89.69821167,91.37924957,FALSE
159,G15,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.43956757,91.37924957,81.51713562,61.79291153,FALSE
160,G16,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,90.59475708,67.28431702,64.03430176,85.10336304,FALSE
169,H1,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,88.9227829,91.27696991,70.87400818,75.02186584,FALSE
170,H2,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,80.51496887,90.82855225,92.6222229,67.17456818,FALSE
171,H3,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,72.89188385,82.64495087,84.66282654,89.48330688,FALSE
172,H4,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,80.6270752,73.78871918,91.38907623,83.87809753,FALSE
173,H5,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,84.092453,87.34216309,90.815979,79.72216034,FALSE
174,H6,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,91.48833466,85.32510376,74.45539093,71.09362793,FALSE
175,H7,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,86.55774689,81.40303802,89.47127533,83.86833191,FALSE
176,H8,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.88539124,88.46274567,79.49803925,81.85127258,FALSE
177,H9,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,89.49072266,85.90252686,75.02583313,67.40093994,FALSE
178,H10,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,76.37140656,88.59367371,93.0789032,73.56813812,FALSE
179,H11,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,93.97595215,89.15432739,85.11761475,64.03701019,FALSE
180,H12,Sample 1,HB1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.2,TRUE,3,39,85.11761475,73.79239655,,,FALSE
1,A1,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,83.31757355,87.35332489,91.27696991,79.05761719,FALSE
2,A2,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,75.5823822,70.31348419,78.83340454,83.20546722,FALSE
3,A3,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.60919952,89.14698792,74.23713684,92.84643555,FALSE
4,A4,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,87.35332489,83.42967987,93.63116455,70.76190186,FALSE
5,A5,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,87.34216309,83.30804443,93.50539398,79.04980469,FALSE
6,A6,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.71363068,90.14363098,85.21304321,92.3848114,FALSE
7,A7,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,90.03157043,83.86833191,87.23010254,77.81715393,FALSE
8,A8,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,83.19598389,87.90245056,73.44686127,70.53333282,FALSE
9,A9,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,90.38777161,78.72615814,85.11761475,69.64355469,FALSE
10,A10,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,85.79039764,78.61402893,91.17268372,82.20220947,FALSE
11,A11,Sample 1,PDC1,UNKNOWN,SYBR,None,AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.72615814,,,,FALSE
12,A12,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83828735,70.31634521,,,FALSE
13,A13,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.93953705,89.36199951,84.20680237,86.33612061,FALSE
14,A14,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,83.64645386,90.93096924,61.68084335,87.23268127,FALSE
15,A15,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.60333252,90.48269653,67.50845337,,FALSE
16,A16,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.7154007,87.90509033,72.32743835,83.19818115,FALSE
25,B1,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.4970932,86.56859589,,,FALSE
26,B2,Sample 1,PDC1,UNKNOWN,SYBR,None,AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83340454,92.06169891,63.13882065,66.05352783,FALSE
27,B3,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83340454,82.98126221,,,FALSE
28,B4,Sample 1,PDC1,UNKNOWN,SYBR,None,INCONCLUSIVE,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.83340454,92.6222229,71.09822083,84.10230255,FALSE
29,B5,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.60157013,63.473629,72.4383316,91.6003952,FALSE
30,B6,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,78.82568359,86.22157288,89.24716187,63.80980301,FALSE
31,B7,Sample 1,PDC1,UNKNOWN,SYBR,None,NO_AMP,UNDETERMINED,,0,,TRUE,0.039999999,TRUE,3,39,79.49803925,89.24716187,93.28128052,72.21421814,FALSE
